Language_ID	L1_log10_st	Vehicularity	Education	Official	neighboring_languages_st	ISO_639
nyab1255	NA	NA	0	0	0.33177684057407125	nwb
ngwe1238	NA	NA	0	0	1.2366669898997715	nwe
sout2869	-0.3133141320299065	0	0	0	-0.346890771420204	nwi
nyam1279	NA	NA	0	0	0.10555430324264616	nwm
nawa1258	NA	NA	0	0	-0.5731133087516291	nwr
naue1237	0.12171327738482184	0	0	0	-0.7993358460830542	nxa
ngan1302	NA	NA	0	0	1.4628895272311966	nxd
nage1237	NA	NA	0	0	0.33177684057407125	nxe
ngad1261	NA	NA	0	0	0.5579993779054964	nxg
nind1242	NA	NA	0	0	-0.12066823408877893	nxi
sout2895	-0.640299086267308	0	0	0	-0.346890771420204	nxl
ngaw1240	NA	NA	0	0	0.33177684057407125	nxn
ning1274	NA	NA	0	0	0.33177684057407125	nxr
nafr1241	NA	NA	0	0	-0.346890771420204	nxx
nyan1308	NA	NA	1	1	2.5940022138883223	nya
nyan1302	NA	NA	0	0	-0.346890771420204	nyb
nyan1303	NA	NA	0	0	-0.5731133087516291	nyc
nyor1244	NA	NA	0	0	0.10555430324264616	nyd
nyen1257	NA	NA	0	0	-0.12066823408877893	nye
giry1241	1.339784511687489	0	0	0	0.10555430324264616	nyf
nyin1248	NA	NA	0	0	-0.12066823408877893	nyg
nyig1240	-1.5891703549476472	0	0	0	-0.12066823408877893	nyh
amas1236	0.7461877807666333	0	0	0	-0.346890771420204	nyi
nyan1304	NA	NA	0	0	0.33177684057407125	nyj
nyan1305	NA	NA	0	0	-0.12066823408877893	nyk
nyeu1238	NA	NA	0	0	-0.346890771420204	nyl
nyam1276	NA	NA	0	0	0.7842219152369214	nym
nyan1307	1.6628527668127198	0	0	0	0.5579993779054964	nyn
nyor1246	1.2856000759812127	0	0	0	0.5579993779054964	nyo
nyan1313	NA	NA	0	0	-1.0255583834144792	nyp
nayi1242	NA	NA	0	0	-0.5731133087516291	nyq
nyih1239	NA	NA	0	0	-0.12066823408877893	nyr
nyun1247	NA	NA	0	0	-0.5731133087516291	nys
nyaw1247	NA	NA	0	0	0.10555430324264616	nyt
nyun1248	NA	NA	0	0	1.2366669898997715	nyu
nyul1247	NA	NA	0	0	-0.346890771420204	nyv
ngan1296	NA	NA	0	0	0.10555430324264616	nyx
nyak1260	1.3869277539815696	0	0	0	1.2366669898997715	nyy
