Glottocode	L2_prop	L1_scaled	L1_log10_scaled	All_users_scaled	All_Users_log10_scaled	number_of_lgs_in_ethnologue	ISO_639
aghe1239	0	-0.08698458060495254	0.42449589659458986	-0.07869634004526896	0.359420454034097	1	agq
aghu1255	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	ahh
agob1244	0	-0.0885503738208417	-0.2699644178999595	-0.0795878508648475	-0.3892826326961547	1	kit
agua1253	0	-0.08637381020159152	0.5025314603187756	-0.07834858759791562	0.44355120451126007	1	agr
agus1235	0	-0.08609191616927105	0.5317074728004746	-0.07818808646836793	0.4750060913458336	1	msm
agut1237	0	-0.08801392093509244	0.18463398738920253	-0.07928241235164765	0.10082345711024414	1	agn
aheu1239	0	-0.08862469133845345	-0.5823393819207712	-0.07963016479900098	-0.726056520128233	1	thm
ahin1234	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	kak
ahom1240	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	aho
aika1237	0	-0.08864818250781349	-0.9667138576154396	-0.07964353989312996	-1.140453643198365	1	tba
aime1238	0	-0.08864177582526075	-0.7940012700507435	-0.07963989214018569	-0.954250854172223	1	ail
ainu1240	0	-0.0886545037679322	-1.947829193558608	-0.07964713900936829	-2.1982017464772077	1	ain
aito1238	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	aio
ajab1235	0	-0.04034820274272183	1.266917166990701	-0.05214313044631062	1.2676414024576927	1	ajg
ajas1235	0	-0.08864604694696258	-0.8951018669543319	-0.07964232397548186	-1.0632481969895449	1	aja
ajie1238	0	-0.0884256570671484	-0.07298793246690814	-0.07951684127419913	-0.17692074594911944	1	aji
ajyi1238	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	cpc
akab1249	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	abj
akaj1239	0	-0.0886545251235407	-2.0493453418072396	-0.07964711469101533	-2.120549033470945	2	akj, gac
akan1250	0.10721561059290231	0.2670017149206284	1.766755163770896	0.14717009042836882	1.8371329374625416	1	aka
akei1237	0	-0.08862682689930437	-0.6008662949440562	-0.07963138071664908	-0.7460305296988335	1	tsr
akha1245	0	-0.06231885277691129	1.115033881549462	-0.0646524912098459	1.1038948466658718	1	ahk
akla1240	0	-0.07673602408142267	0.5643373835985646	-0.07286115125209187	0.5101846529200017	2	akl, mlz
akoo1248	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	bss
akun1241	0	-0.08865437563428115	-1.7742861918730637	-0.0796470660543094	-2.0111036815043093	1	aqz
alab1237	0	-0.08863878604006949	-0.7416510344212943	-0.07963818985547837	-0.8978116564401656	1	akz
alab1254	0.09652258693532662	-0.07678087085929183	0.9155900802951448	-0.07216443043973712	0.9162713921974566	1	alw
alac1244	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	mim
alag1248	0	-0.08639089468839882	0.5006490084297047	-0.07835831493910032	0.4415217184332912	1	wbj
alam1246	0	-0.08861187797334798	-0.4931459800554068	-0.07962286929311245	-0.6298964172414693	1	amp
alba1269	0	-0.08115449948196096	0.7455796724096221	-0.07537688486598715	0.705583379451494	4	fbl, lbl, rbl, ubl
aleu1260	0	-0.08864796895172841	-0.958557773944904	-0.07964341830136515	-1.131660505718357	1	ale
alor1247	0	-0.0875868087649099	0.3125225325724278	-0.07903922882202993	0.23870109610220344	1	aol
aluk1238	0	-0.08855208226952242	-0.27410114361052745	-0.07958882359896596	-0.3937424689802667	1	xua
alya1239	0	-0.08858838680398794	-0.3835090238852113	-0.07960949419898347	-0.5116959588551911	1	aly
amah1246	0	-0.08863237935751675	-0.6566385332240114	-0.0796345421025341	-0.8061590152040845	1	amc
amap1240	0	-0.0886336606940273	-0.6714869328349116	-0.07963527165312295	-0.8221671907465222	1	amm
amar1272	0	-0.08864476561045204	-0.8602722463638456	-0.079641594424893	-1.02569811111499	1	aie
amar1274	0	-0.08857301076586137	-0.3312501773748644	-0.07960073959191724	-0.45535528844591566	1	amr
amas1236	0	-0.08190621690148223	0.7741253947227298	-0.07580488787811432	0.7363587455346139	1	nyi
ambo1250	0.8480222908716458	-0.0779383448404865	0.8899106009905919	-0.03950001874148561	1.369732098391902	1	abs
ambu1247	0	-0.08724511902876388	0.3820306594199449	-0.07884468199833576	0.31363835030866016	1	abt
amdo1237	0	-0.01177439855751042	1.3832599620067865	-0.03587415231488547	1.3930714780564215	1	adx
amha1245	0.43693770382447567	1.2928508301814592	2.106497773440756	1.3173269210146612	2.3278355384034777	1	amh
amii1238	0	-0.08865330785385568	-1.363122244848797	-0.07964645809548537	-1.567824620247486	1	amy
amis1246	0	-0.08404177775239488	0.6788695468182813	-0.0770208055262029	0.6336626722434053	1	ami
amri1238	0	-0.08331568706308458	0.7154688922213635	-0.07660739352585277	0.6731207122547175	1	ajz
anci1242	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	grc
anci1244	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	hbo
ando1256	0	-0.08863878604006949	-0.7416510344212943	-0.07963818985547837	-0.8978116564401656	1	ano
anei1239	0	-0.0886161490950498	-0.5194972636431509	-0.07962530112840863	-0.6583059418027222	1	aty
anem1249	0	-0.08861913888024109	-0.539746023159861	-0.07962700341311595	-0.6801362875203943	1	anz
anfi1235	0	-0.08863323358185711	-0.6664389870842219	-0.07963502846959333	-0.8167249610232312	1	myo
anga1288	0	-0.0821197729865735	0.76607428243261	-0.07592647964292318	0.7276787785193471	1	njm
anga1290	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	agm
ango1257	0	-0.08865245362951532	-1.2384786228099005	-0.07964597172842613	-1.4334453582306454	1	tnd
anin1240	0	-0.08859137658917922	-0.39507168139762794	-0.0796111964836908	-0.5241617501893611	1	aoi
anta1255	0	-0.08199163933551873	0.770935949894349	-0.07585352458403787	0.7329201801650399	1	xmv
anua1242	0.00943185373921595	-0.07918978349912131	0.8588197077274776	-0.0742069289049963	0.8302263137752767	1	anu
anuf1239	0	-0.08108616153473176	0.8028386147224573	-0.07533797550124831	0.7673146921813385	1	cko
anut1237	0	-0.0886430571617713	-0.8202879387862881	-0.07964062169077454	-0.9825907169568692	1	aud
anuu1241	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	anl
aona1235	0	-0.0775496727656204	0.8988305292748102	-0.07332441587601363	0.8708043246721483	1	njo
aoua1234	0	-0.08865245362951532	-1.2384786228099005	-0.07964597172842613	-1.4334453582306454	1	aou
apat1240	0	-0.08674112666794849	0.4585668010770304	-0.07855772543338685	0.39615256214924693	1	apt
apin1244	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	apn
apma1240	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	app
apma1241	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	kbx
apur1254	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	apu
arab1267	0	-0.08865394852211096	-1.5287163367506065	-0.07964682287077979	-1.7463529035251493	1	ard
arak1252	0	-0.08865424750063008	-1.6727700436244315	-0.07964699309925052	-1.901658329537674	1	akr
aram1253	0	-0.08862255577760254	-0.5650894742014169	-0.07962894888135288	-0.707459259945421	1	stk
arao1248	0	-0.08864989095649423	-1.043765019346498	-0.07964451262724842	-1.22352310220148	1	aro
arap1274	0	-0.08860888818815671	-0.4762226729051595	-0.07962116700840513	-0.6116512676819926	1	arp
araw1273	0	-0.08864006737658003	-0.7627620976245988	-0.07963891940606722	-0.9205716584943876	1	awt
araw1276	0	-0.08854738403565042	-0.2628856451120915	-0.07958614858014017	-0.3816509524893508	1	arw
arbo1245	0.3013565891472868	-0.08834664131566462	0.0012359246293195	-0.07939622224350874	-1.1144309081942152e-4	1	arv
arch1244	0	-0.08861315930985852	-0.5007643049644722	-0.07962359884370131	-0.6381097928024367	1	aqc
area1240	0	-0.0878900584057395	0.228884243235244	-0.07921188912805852	0.1485300034010108	1	alu
aree1239	0	-0.0885819801214352	-0.3603957938513385	-0.07960584644603921	-0.48677740510995365	1	mwc
argo1244	0.06902428632296549	-0.08678810900666857	0.4523427434546351	-0.07850568415804866	0.4087475626070288	1	agj
arhu1242	0	-0.0883128994542202	0.027264074722373	-0.07945264082238004	-0.06883827432775898	1	arh
arib1241	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	laz
arig1246	0	-0.08660445077349008	0.4758401480740366	-0.07847990670390918	0.4147750924002866	1	aqg
arik1265	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	ark
arom1237	0	-0.08049674673987987	0.8216148301263181	-0.07500238223037586	0.7875574765947493	1	rup
arop1242	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	aps
arop1243	0	-0.08846238871378409	-0.11676529488505012	-0.07953775505774625	-0.2241174621433737	1	apr
aros1241	0	-0.08836628847549302	-0.01526768910100087	-0.07948303876358226	-0.11469210095256609	1	aia
arta1239	0	-0.08865411936697903	-1.600743190187519	-0.07964692014419164	-1.8240056165314111	1	atz
asha1243	0	-0.08715115435132373	0.3981886707722143	-0.07879118162181986	0.3310584284936484	1	cni
ashe1272	0	-0.08864177582526075	-0.7940012700507435	-0.07963989214018569	-0.954250854172223	1	prq
asoa1238	0	-0.08756545315640078	0.31748031263970816	-0.07902706964554905	0.2440461174982845	1	asv
assi1247	0	-0.08864818250781349	-0.9667138576154396	-0.07964353989312996	-1.140453643198365	1	asb
asur1254	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	asr
asut1235	0	-0.06601764417069203	1.0771421298843995	-0.0667584605763353	1.0630434533736624	1	asa
atam1239	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	amz
atam1240	0	-0.0881591390729545	0.12028259250300112	-0.07936509475171767	0.03144571589005165	1	atd
atay1247	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	tay
athp1241	0	-0.08841839616025529	-0.06517186684170138	-0.07951270715419562	-0.16849418457831206	1	aph
atii1237	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	atk
aton1241	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	aot
aulu1238	0	-0.08862255577760254	-0.5650894742014169	-0.07962894888135288	-0.707459259945421	1	aul
auuu1241	0	-0.0883128994542202	0.027264074722373	-0.07945264082238004	-0.06883827432775898	1	avt
auye1238	0	-0.08863964026440985	-0.7555254774476404	-0.0796386762225376	-0.9127698017850856	1	auu
avac1239	NA	NA	NA	NA	NA	1	avv
avat1244	0	-0.08749284408746975	0.33363818453522187	-0.07898572844551403	0.26146604533385565	1	avn
avok1242	0	-0.08442617870555917	0.6570847514840189	-0.07723967070285884	0.6101763143189498	1	avu
awab1243	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	awk
awac1239	0	-0.08805236103040887	0.1691433309127389	-0.07930429886931324	0.08412285942692278	1	kwi
awad1243	0.01032428253058625	0.0972246272730718	1.6042984171809431	0.02729033766801989	1.6341760337812137	1	awa
awad1244	0	-0.08859265792568977	-0.4001953860166396	-0.07961192603427965	-0.5296856561400418	1	bcu
awap1236	0	-0.08856703119547882	-0.31354884092259305	-0.07959733502250259	-0.43627133942182744	1	awb
awar1248	0	-0.08857770899973338	-0.3460932403835523	-0.07960341461074304	-0.4713577105558453	1	awx
awar1249	0	-0.0886161490950498	-0.5194972636431509	-0.07962530112840863	-0.6583059418027222	1	aya
awet1244	0	-0.08864732828347313	-0.9355719519988211	-0.07964305352607072	-1.1068793116272448	1	awe
awji1241	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	auj
awtu1239	0	-0.08862469133845345	-0.5823393819207712	-0.07963016479900098	-0.726056520128233	1	kmn
axam1237	0	-0.0886140135341989	-0.5059750992470504	-0.07962408521076053	-0.6437275907993203	1	ahb
axiy1235	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	yix
ayac1239	0	-0.05021449387393833	1.209717099415364	-0.05776066998047984	1.2059735630419823	1	quy
ayiw1239	0	-0.08829581496741291	0.03947815985769939	-0.07944291348119534	-0.05567017378761397	1	nfl
azha1235	0	-0.08639089468839882	0.5006490084297047	-0.07835831493910032	0.4415217184332912	1	aza
baba1264	0	-0.08760816437341903	0.3074645926336218	-0.07905138799851082	0.2332480915666794	1	bbw
baba1266	0	-0.08698885172665435	0.4238547612466383	-0.07869877188056514	0.3587292410101064	1	bbk
baba1267	0	-0.0881420545861472	0.12876979198973415	-0.07935536741053296	0.04059583191653383	1	mbf
baba1268	0	-0.08835262088604719	-0.00367275352213478	-0.07947525689063449	-0.10219151038296112	1	baa
babi1235	0	-0.08863622336704839	-0.7041191180951687	-0.07963673075430065	-0.8573482044361097	1	bcr
bada1257	0	-0.0829312861099203	0.7328759721310083	-0.07638852834919684	0.69188742100293	1	bfq
bafa1247	0	-0.08829581496741291	0.03947815985769939	-0.07944291348119534	-0.05567017378761397	1	bwt
bafi1243	0	-0.08609191616927105	0.5317074728004746	-0.07818808646836793	0.4750060913458336	1	ksf
bafu1246	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	bfd
baga1272	0	-0.0869461405096361	0.430193410921943	-0.07867445352760336	0.3655629887110914	1	bsp
baga1273	NA	NA	NA	NA	NA	1	bgo
bagi1246	0	-0.08674112666794849	0.4585668010770304	-0.07855772543338685	0.39615256214924693	1	bmi
bagv1239	0	-0.08859265792568977	-0.4001953860166396	-0.07961192603427965	-0.5296856561400418	1	kva
baha1259	0	-0.05064587716582269	1.206891514459974	-0.05800628534539374	1.2029272778421451	1	abv
baha1260	0	-0.07464531000837918	0.9569992003634346	-0.07167076787461316	0.9335164230974524	1	bah
bahi1252	0.23278688524590163	-0.08815486795125267	0.12243151675783027	-0.0792763327634072	0.10528484140482612	1	bhj
bahn1262	0	-0.0789164317102045	0.8659481184589715	-0.07410260317079032	0.8353535408575695	1	bdq
baik1238	0	-0.08516508275997495	0.608997832025868	-0.07766037820909749	0.5583334310350135	1	bkx
baim1244	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	bqh
baka1272	0	-0.08680946461517769	0.4494616545186735	-0.07859663479812569	0.38633623256051464	1	bkc
baka1274	0	-0.08599368037012906	0.5411254388855783	-0.07813215425655586	0.4851596741085435	1	bdh
baki1244	0	-0.08863964026440985	-0.7555254774476404	-0.0796386762225376	-0.9127698017850856	1	bki
bala1311	0	-0.0850241357438147	0.6189116629592666	-0.07758012764432363	0.5690216095619026	1	sse
bala1315	0.04878048780487805	-0.08782172045851029	0.2503181790482395	-0.07914866141035791	0.185136507037676	1	blz
bali1278	0	0.05229242696986942	1.5350178943866375	6.033771277718185e-4	1.5566828897341256	1	ban
balo1261	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	biz
balu1257	0	-0.08854781114782061	-0.26388472715575906	-0.07958639176366979	-0.382728070640494	1	blq
bamb1262	0	-0.08855635339122425	-0.2847522446851347	-0.07959125543426214	-0.4052255042022844	1	myf
bamb1266	0	-0.08812069897763807	0.13898954507114977	-0.07934320823405208	0.0516138274995441	1	baw
bamb1269	0.7051291091398835	0.08995517813656512	1.5943102402602836	0.2652308303871772	1.9502441166984676	1	bam
bamb1270	0	-0.08685644695389777	0.4430040835814602	-0.07862338498638363	0.3793742749186441	1	ptu
bamu1253	0	-0.07071587804269988	1.0189006960961322	-0.06943347940213018	1.0002529089138124	1	bax
bamw1238	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	bmg
bana1288	0	-0.08850509993080236	-0.17967090233469862	-0.07956207341070802	-0.29193648864091015	1	bjx
band1340	0	-0.08798402308317967	0.19605272997032255	-0.0792653895045744	0.11313409263343475	1	bqj
band1344	0	-0.0808384364760259	0.8109022532577791	-0.07519692905407004	0.7760081638393505	1	liy
bang1354	0	-0.0816354277855865	0.7839754805162489	-0.07565070952033669	0.7469781999285388	1	bni
bang1363	0	-0.08856916675632973	-0.3197280693681742	-0.07959855094015068	-0.4429332138504407	1	dba
bani1255	0	-0.08838038317710906	-0.02781540697124433	-0.07949106382005965	-0.1282198935489065	1	bwi
bank1256	0	-0.0881420545861472	0.12876979198973415	-0.07935536741053296	0.04059583191653383	1	abb
bann1247	0	-0.08846238871378409	-0.11676529488505012	-0.07953775505774625	-0.2241174621433737	1	bcm
bant1281	0.14607893388006152	-0.08153890043512525	0.7873950776375711	-0.0749026769832326	0.7932903448400284	1	bap
bant1288	0	-0.08545124791399725	0.5875750061612284	-0.07782331117394135	0.5352373152216652	1	bno
bara1357	0.2558139534883721	-0.08864775539564332	-0.9506590233575534	-0.07964195920018743	-1.043820717679446	1	brd
bara1361	0	-0.08756118203469895	0.3184601958047392	-0.07902463781025287	0.24510253718848335	1	brm
bara1369	0	-0.0577316680691509	1.1552358920267578	-0.06204070010175163	1.1472369480198137	1	bhr
bara1370	0	-0.08847733763974049	-0.13703279769477597	-0.07954626648128287	-0.2459680151515757	1	kys
bara1380	0	-0.08857386499020174	-0.3338842850795996	-0.07960122595897647	-0.458195140526953	1	bsn
bard1255	0	-0.08865330785385568	-1.363122244848797	-0.07964645809548537	-1.567824620247486	1	bcj
bare1276	0	-0.0886545037679322	-1.947829193558608	-0.07964713900936829	-2.1982017464772077	1	bae
bare1279	0	-0.0884794732005914	-0.14006688266729445	-0.07954748239893096	-0.2492390858476454	1	bva
barg1252	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	mlp
bari1286	0	-0.08859479348654069	-0.408975024286982	-0.07961314195192774	-0.5391510527022121	1	bch
baro1253	0	-0.08853756045573623	-0.2409428159934233	-0.07958055535895897	-0.3579942171081525	1	bjk
basa1282	0	-0.07545682313172598	0.942059107868012	-0.07213281658088681	0.917409392740362	1	bzw
basa1287	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	byq
bash1264	0	-0.03596176075494722	1.2886781717299596	-0.04964563559713669	1.2911021115559411	1	bak
basq1248	0	-0.06568193400492855	1.080827888559098	-0.06656731832205579	1.0670170985756893	1	eus
bata1285	0	-0.08806730995636525	0.16285049859406978	-0.07931281029284987	0.0773385077758243	1	bnm
bata1289	0	-0.00323215515385977	1.4096390211993122	-0.03101048172253116	1.4215109477140346	1	bbc
bata1293	0	-0.06302785897941429	1.1082010902607762	-0.0650561758690113	1.0965283610337215	1	btx
bats1242	0	-0.08862896246015528	-0.6208745105689896	-0.07963259663429716	-0.7676015431688475	1	bbl
baur1253	0	-0.08865172753882601	-1.1664517693729874	-0.07964555831642578	-1.355792645224383	1	brg
bauz1241	0	-0.08859052236483886	-0.3917132188609722	-0.07961071011663157	-0.5205409655089691	1	bvz
bawm1236	0	-0.08800794136470988	0.18695977864187152	-0.079279007782233	0.10333091081727255	1	bgr
bayb1234	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	bvy
bayo1255	0	-0.08744415330006894	0.3439173054290431	-0.07895800552313761	0.2725480458189068	1	bda
bebe1248	0	-0.08762951998192815	0.30230236225941104	-0.0790635471749917	0.22768265069854665	1	beb
beel1236	0	-0.08864946384432404	-1.0221680490443878	-0.0796442694437188	-1.2002392399105437	1	bxq
beem1239	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	beq
beja1238	0	0.01803803092123032	1.4653069882928385	-0.01889994194756894	1.4815270176391482	1	bej
beka1241	0	-0.08848374432229322	-0.14624763662657955	-0.07954991423422714	-0.25590260494449263	1	bei
bekw1241	0	-0.0843834674885409	0.6596010250424511	-0.07721535234989707	0.6128891284869229	1	bkv
bekw1242	0	-0.08781317821510665	0.25287286299464323	-0.07916811609272732	0.17439232164353363	1	bkw
bela1254	0.3269493075315838	0.02388861342839065	1.4786730107672423	0.01555867783220207	1.6028098304363605	1	bel
bela1256	0	-0.08754409754789165	0.3223418227621536	-0.07901491046906817	0.24928734951525652	1	bxb
bela1260	0	-0.08860632551513561	-0.4625751732902259	-0.07961970790722742	-0.5969377918006709	1	beg
belh1239	0.0196078431372549	-0.08862896246015528	-0.6208745105689896	-0.07963230481406161	-0.7622651166343688	1	byw
beli1257	0	-0.08587836008417978	0.551747414756266	-0.07806649470355907	0.4966113092208341	1	blm
beli1260	0	-0.08139368229726318	0.7924531918952887	-0.07551306764257305	0.756118086752043	1	bzj
bell1243	0	-0.08865386309967692	-1.4992270419388871	-0.07964677423407387	-1.714560264564776	1	blc
bemb1257	0	0.08688851275465453	1.5899741529770155	0.02030124302680675	1.615931661165664	1	bem
bena1262	0	-0.06336954871556033	1.1048403792936998	-0.06525072269270547	1.0929051523029396	1	bez
benc1235	0.06098219104155424	-0.07379108566801411	0.9718182522010528	-0.07063480603844169	0.9664768457596028	1	bcq
beng1282	0	-0.08841967749676584	-0.06653356143055557	-0.07951343670478447	-0.16996223814534853	1	bng
bent1238	0	-0.08852645553931147	-0.21825363201141915	-0.0795742325871889	-0.3335328307219756	1	dbt
bera1262	0	-0.0881762235597618	0.111497562593705	-0.07937482209290238	0.02197450655983264	1	bve
berb1259	0	-0.08865458919036623	-2.222888343492784	-0.07964718764607422	-2.4947451634167415	1	brc
bert1248	0.04193138500635324	-0.07255246037448476	0.9918584597960204	-0.07007791575561713	0.9826609271339276	1	wti
beta1252	0	0.12490149590089993	1.6390503156876564	0.04194457716278341	1.6688410553231632	1	bew
bezh1248	0	-0.08836415291464211	-0.013420207076488	-0.07948182284593418	-0.11270031615858804	1	kap
bhoj1244	0.0030497684082115	2.1452701945153323	2.2268219693275424	1.196166563787345	2.303346731818201	1	bho
biaf1240	0	-0.08632682786287144	0.5076363913113748	-0.07832183740965767	0.44905487046873926	1	bif
biak1248	0	-0.0856648039990885	0.5703015250423819	-0.07794490293875021	0.5166146403728225	1	bhw
bian1252	0	-0.08838849830834251	-0.03533576831034443	-0.07949568430712238	-0.13632765382028958	1	big
biao1253	0	-0.08523769182890598	0.6037332830458175	-0.0777017194091325	0.5526576796791204	1	byk
biao1254	0	-0.08681800685858135	0.4482998713713602	-0.07860149846871804	0.38508370507931833	1	bje
biao1256	0	-0.08780036485000117	0.2566566682423838	-0.07916082058683879	0.17847167162141017	1	bmt
biat1246	0	-0.08556315130258507	0.5786724598827049	-0.0778870252587012	0.5256394105763281	1	bth
bidy1244	0	-0.08711698537770912	0.4038150332728369	-0.07877172693945045	0.33712425383075995	1	bjg
bier1244	0	-0.08862042021675164	-0.5489518258990939	-0.0796277329637048	-0.690061135323555	1	bnk
bign1238	0	-0.08851150661335509	-0.19063454658368784	-0.07956572116365229	-0.3037564790992635	1	nmb
biha1246	0	-0.08865416207819606	-1.622528196268586	-0.0796469444625446	-1.8474922016636424	1	ibh
bila1255	0	-0.0869461405096361	0.430193410921943	-0.07867445352760336	0.3655629887110914	1	bip
bilb1241	0	-0.08860120016909342	-0.43732764104148447	-0.079616789704872	-0.5697182301750185	1	brz
bili1260	0	-0.08370008801624886	0.6967605411645142	-0.07682625870250873	0.6529510929236388	1	byn
bilu1245	0	-0.08827018823720195	0.05674989258862181	-0.07942832246941828	-0.03704938388944186	1	blb
bimi1240	0	-0.08855848895207516	-0.2902526774149925	-0.07959247135191024	-0.4111555636703967	1	bhl
bina1277	0	-0.08835561067123847	-0.00616366007618245	-0.07947695917534182	-0.10487697618546628	1	bhg
bine1240	0	-0.08856703119547882	-0.31354884092259305	-0.07959733502250259	-0.43627133942182744	1	bon
bini1246	0	-0.0062219403451375	1.400719062529596	-0.03271276642985517	1.4118942706338136	1	bin
binu1244	0	-0.08344382071413935	0.7093867890744965	-0.07668034858473809	0.6665635493689083	1	bkd
bira1253	0	-0.08865416207819606	-1.622528196268586	-0.0796469444625446	-1.8474922016636424	1	bxe
biri1256	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	bzr
birr1240	0	-0.08864604694696258	-0.8951018669543319	-0.07964232397548186	-1.0632481969895449	1	bvq
bisl1239	0	-0.0881177091924468	0.14038759225465156	-0.07934150594934475	0.05312107308267604	1	bis
bisu1244	0	-0.08862469133845345	-0.5823393819207712	-0.07963016479900098	-0.726056520128233	1	bzi
bitt1240	0	-0.08854482136262933	-0.2569734547476279	-0.07958468947896247	-0.3752769739007651	1	bgk
biwa1243	0	-0.08852474709063074	-0.21493852726729124	-0.07957325985307044	-0.3299587904162035	1	bwm
blab1237	0	-0.08857899033624393	-0.35029887613335503	-0.07960414416133188	-0.4758918392912391	1	blp
blan1242	0	-0.08629693001095866	0.5108316132438633	-0.07830481456258444	0.45249966417935394	1	blr
bobo1255	0	-0.08856703119547882	-0.31354884092259305	-0.07959733502250259	-0.43627133942182744	1	bgb
bodo1267	0	-0.0883128994542202	0.027264074722373	-0.07945264082238004	-0.06883827432775898	1	gbj
bodo1269	0	-0.02568202504299404	1.3332989581926569	-0.04379269440629751	1.3392081297972689	1	brx
bodo1272	0	-0.08865394852211096	-1.5287163367506065	-0.07964682287077979	-1.7463529035251493	1	boy
boht1238	0	-0.0886161490950498	-0.5194972636431509	-0.07962530112840863	-0.6583059418027222	1	bhn
bola1250	0	-0.08806944551721617	0.16193847067345088	-0.07931402621049795	0.0763552433543742	1	bnp
bolg1251	0	-0.08857770899973338	-0.3460932403835523	-0.07960341461074304	-0.4713577105558453	1	bvo
boli1256	0.08896797153024912	-0.08646777487903166	0.4919983076017469	-0.07828049620962266	0.4573457657003944	1	smk
bolo1262	0	-0.08847520207888958	-0.1340350412412584	-0.07954505056363478	-0.2427361105154588	1	bkt
boly1239	0	-0.08863323358185711	-0.6664389870842219	-0.07963502846959333	-0.8167249610232312	1	ply
bomb1262	0	-0.0876722311989464	0.2916471809821259	-0.07908786552795348	0.21619521657816773	1	bws
bomk1234	NA	NA	NA	NA	NA	1	bmf
bona1250	0	-0.0882274770201837	0.08312618409942185	-0.07940400411645651	-0.00861289809110481	1	peh
bond1245	0	-0.08827018823720195	0.05674989258862181	-0.07942832246941828	-0.03704938388944186	1	bfw
bond1247	0	-0.08344382071413935	0.7093867890744965	-0.07668034858473809	0.6665635493689083	1	bou
bong1284	0	-0.0881591390729545	0.12028259250300112	-0.07936509475171767	0.03144571589005165	1	bui
bong1285	0	-0.08775765363298292	0.26887164740221786	-0.07913650223387701	0.19164073601635664	1	bot
bong1289	NA	NA	NA	NA	NA	1	bdg
bora1263	0	-0.0885969290473916	-0.4180737591061819	-0.07961435786957582	-0.5489604697449024	1	boa
bora1271	0	0.272195398910048	1.77038489699765	0.1258088491867487	1.8104338927667047	1	gax
bord1248	0	-0.08850509993080236	-0.17967090233469862	-0.07956207341070802	-0.29193648864091015	1	kvn
bori1243	0	-0.08220135141107836	0.7629291008559038	-0.07597292769708015	0.7242879337069679	1	adi
boro1277	0.05971712938711367	-0.08712125649941095	0.40311861373140345	-0.07871871292999379	0.35299352030306486	1	bwo
boro1282	0	-0.08859513517627683	-0.41040878412734366	-0.07961333649875144	-0.5406968003795145	1	bor
boru1252	NA	-0.08865458919036623	-2.222888343492784	NA	NA	1	brn
boto1242	0	-0.0872493901504657	0.38127083477100215	-0.07884711383363194	0.3128191774226599	1	sbl
boun1243	0	-0.08737752380152046	0.35733271228121516	-0.07892006889251725	0.2870113006807398	1	nku
boun1245	0	-0.08737325267981864	0.3581686438377443	-0.07891763705722107	0.28791252501797804	1	mux
