"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"4508","Phylogenetic+Spatial: regional",564,0.35,0.39,-0.42,0.35,1.12,0.36,0
"4509","Phylogenetic+Spatial: regional",565,0.61,0.44,-0.24,0.6,1.48,0.59,0
"4510","Phylogenetic+Spatial: regional",566,0.43,0.33,-0.22,0.42,1.07,0.42,0
"4511","Phylogenetic+Spatial: regional",567,0.33,0.33,-0.32,0.33,0.97,0.33,0
"4512","Phylogenetic+Spatial: regional",568,0.19,0.36,-0.52,0.19,0.9,0.18,0
"4513","Phylogenetic+Spatial: regional",569,0.27,0.29,-0.29,0.27,0.84,0.27,0
"4514","Phylogenetic+Spatial: regional",570,0.43,0.38,-0.3,0.43,1.19,0.42,0
"4515","Phylogenetic+Spatial: regional",571,0.05,0.32,-0.57,0.06,0.68,0.06,0
"4516","Phylogenetic+Spatial: regional",572,0.39,0.39,-0.38,0.38,1.17,0.38,0
"4517","Phylogenetic+Spatial: regional",573,0.1,0.35,-0.59,0.1,0.78,0.1,0
"4518","Phylogenetic+Spatial: regional",574,0.3,0.33,-0.35,0.3,0.96,0.3,0
"4519","Phylogenetic+Spatial: regional",575,0.02,0.34,-0.66,0.02,0.69,0.03,0
"4520","Phylogenetic+Spatial: regional",576,0.74,0.33,0.09,0.73,1.4,0.73,0
"4521","Phylogenetic+Spatial: regional",577,0.4,0.43,-0.45,0.4,1.26,0.39,0
"4522","Phylogenetic+Spatial: regional",578,0.4,0.4,-0.38,0.4,1.19,0.39,0
"4523","Phylogenetic+Spatial: regional",579,0.07,0.35,-0.62,0.07,0.74,0.07,0
"4524","Phylogenetic+Spatial: regional",580,0,0.35,-0.7,0,0.68,0,0
"4525","Phylogenetic+Spatial: regional",581,0.02,0.34,-0.65,0.02,0.68,0.02,0
"4526","Phylogenetic+Spatial: regional",582,-0.04,0.36,-0.75,-0.04,0.65,-0.03,0
"4527","Phylogenetic+Spatial: regional",583,0.06,0.35,-0.63,0.06,0.74,0.06,0
"4528","Phylogenetic+Spatial: regional",584,-0.09,0.36,-0.79,-0.08,0.61,-0.08,0
"4529","Phylogenetic+Spatial: regional",585,-0.11,0.39,-0.87,-0.11,0.64,-0.11,0
"4530","Phylogenetic+Spatial: regional",586,-0.12,0.36,-0.84,-0.12,0.59,-0.11,0
"4531","Phylogenetic+Spatial: regional",587,-0.16,0.37,-0.9,-0.16,0.56,-0.15,0
"4532","Phylogenetic+Spatial: regional",588,-0.22,0.39,-1.01,-0.22,0.55,-0.21,0
"4533","Phylogenetic+Spatial: regional",589,-0.19,0.39,-0.97,-0.18,0.57,-0.18,0
"4534","Phylogenetic+Spatial: regional",590,-0.24,0.4,-1.04,-0.23,0.55,-0.23,0
"4535","Phylogenetic+Spatial: regional",591,0.04,0.35,-0.64,0.04,0.72,0.04,0
"4536","Phylogenetic+Spatial: regional",592,-0.22,0.43,-1.07,-0.22,0.61,-0.21,0
"4537","Phylogenetic+Spatial: regional",593,-0.03,0.39,-0.8,-0.03,0.73,-0.03,0
"4538","Phylogenetic+Spatial: regional",594,-0.09,0.41,-0.9,-0.09,0.7,-0.09,0
"4539","Phylogenetic+Spatial: regional",595,-0.01,0.38,-0.77,-0.01,0.74,-0.01,0
"4540","Phylogenetic+Spatial: regional",596,0.13,0.38,-0.62,0.13,0.87,0.13,0
"4541","Phylogenetic+Spatial: regional",597,0.02,0.37,-0.71,0.02,0.75,0.02,0
"4542","Phylogenetic+Spatial: regional",598,0.5,0.42,-0.32,0.5,1.33,0.5,0
"4543","Phylogenetic+Spatial: regional",599,0.77,0.48,-0.14,0.76,1.73,0.75,0
"4544","Phylogenetic+Spatial: regional",600,0.63,0.42,-0.18,0.63,1.46,0.62,0
"4545","Phylogenetic+Spatial: regional",601,0.5,0.44,-0.37,0.5,1.38,0.49,0
"4546","Phylogenetic+Spatial: regional",602,-0.03,0.24,-0.51,-0.03,0.44,-0.03,0
"4547","Phylogenetic+Spatial: regional",603,-0.43,0.19,-0.81,-0.42,-0.05,-0.42,0
"4548","Phylogenetic+Spatial: regional",604,-0.42,0.2,-0.83,-0.42,-0.03,-0.42,0
"4549","Phylogenetic+Spatial: regional",605,-0.33,0.2,-0.73,-0.33,0.06,-0.33,0
"4550","Phylogenetic+Spatial: regional",606,-0.3,0.23,-0.75,-0.3,0.15,-0.3,0
"4551","Phylogenetic+Spatial: regional",607,-0.44,0.2,-0.84,-0.44,-0.06,-0.44,0
"4552","Phylogenetic+Spatial: regional",608,-0.44,0.2,-0.84,-0.44,-0.06,-0.44,0
"4553","Phylogenetic+Spatial: regional",609,-0.47,0.2,-0.86,-0.46,-0.08,-0.46,0
"4554","Phylogenetic+Spatial: regional",610,-0.34,0.22,-0.78,-0.33,0.1,-0.33,0
"4555","Phylogenetic+Spatial: regional",611,-0.32,0.23,-0.77,-0.32,0.12,-0.32,0
"4556","Phylogenetic+Spatial: regional",612,-0.25,0.23,-0.7,-0.25,0.2,-0.25,0
"4557","Phylogenetic+Spatial: regional",613,-0.26,0.23,-0.71,-0.26,0.2,-0.26,0
"4558","Phylogenetic+Spatial: regional",614,-0.38,0.2,-0.77,-0.38,0.01,-0.38,0
"4559","Phylogenetic+Spatial: regional",615,-0.4,0.2,-0.8,-0.4,-0.01,-0.4,0
"4560","Phylogenetic+Spatial: regional",616,-0.41,0.2,-0.8,-0.41,-0.02,-0.4,0
"4561","Phylogenetic+Spatial: regional",617,-0.4,0.2,-0.79,-0.4,-0.02,-0.39,0
"4562","Phylogenetic+Spatial: regional",618,-0.39,0.23,-0.85,-0.39,0.06,-0.39,0
"4563","Phylogenetic+Spatial: regional",619,-0.37,0.23,-0.83,-0.37,0.07,-0.37,0
"4564","Phylogenetic+Spatial: regional",620,-0.37,0.21,-0.79,-0.36,0.05,-0.36,0
"4565","Phylogenetic+Spatial: regional",621,-0.41,0.22,-0.85,-0.41,0.03,-0.4,0
"4566","Phylogenetic+Spatial: regional",622,-0.36,0.21,-0.78,-0.35,0.06,-0.35,0
"4567","Phylogenetic+Spatial: regional",623,-0.39,0.19,-0.77,-0.39,-0.02,-0.38,0
"4568","Phylogenetic+Spatial: regional",624,-0.35,0.19,-0.73,-0.35,0.02,-0.35,0
"4569","Phylogenetic+Spatial: regional",625,-0.36,0.19,-0.74,-0.36,0.01,-0.36,0
"4570","Phylogenetic+Spatial: regional",626,-0.37,0.19,-0.75,-0.37,0,-0.37,0
"4571","Phylogenetic+Spatial: regional",627,-0.29,0.19,-0.67,-0.29,0.09,-0.29,0
"4572","Phylogenetic+Spatial: regional",628,-0.34,0.19,-0.73,-0.34,0.03,-0.34,0
"4573","Phylogenetic+Spatial: regional",629,-0.32,0.2,-0.7,-0.32,0.06,-0.32,0
"4574","Phylogenetic+Spatial: regional",630,-0.31,0.19,-0.7,-0.31,0.06,-0.31,0
"4575","Phylogenetic+Spatial: regional",631,-0.33,0.19,-0.71,-0.33,0.05,-0.33,0
"4576","Phylogenetic+Spatial: regional",632,-0.35,0.19,-0.73,-0.35,0.03,-0.35,0
"4577","Phylogenetic+Spatial: regional",633,-0.35,0.2,-0.74,-0.35,0.03,-0.35,0
"4578","Phylogenetic+Spatial: regional",634,-0.38,0.19,-0.76,-0.38,0,-0.37,0
"4579","Phylogenetic+Spatial: regional",635,0.31,0.22,-0.12,0.31,0.74,0.31,0
"4580","Phylogenetic+Spatial: regional",636,-0.26,0.21,-0.67,-0.26,0.15,-0.26,0
"4581","Phylogenetic+Spatial: regional",637,-0.28,0.21,-0.69,-0.28,0.12,-0.28,0
"4582","Phylogenetic+Spatial: regional",638,0.3,0.21,-0.11,0.3,0.72,0.3,0
"4583","Phylogenetic+Spatial: regional",639,-0.5,0.24,-0.96,-0.49,-0.04,-0.49,0
"4584","Phylogenetic+Spatial: regional",640,-0.49,0.23,-0.95,-0.48,-0.03,-0.48,0
"4585","Phylogenetic+Spatial: regional",641,-0.34,0.26,-0.84,-0.33,0.17,-0.33,0
"4586","Phylogenetic+Spatial: regional",642,-0.28,0.2,-0.68,-0.28,0.11,-0.28,0
"4587","Phylogenetic+Spatial: regional",643,-0.37,0.25,-0.86,-0.37,0.12,-0.36,0
"4588","Phylogenetic+Spatial: regional",644,-0.22,0.23,-0.68,-0.22,0.23,-0.22,0
"4589","Phylogenetic+Spatial: regional",645,-0.49,0.2,-0.89,-0.48,-0.09,-0.48,0
"4590","Phylogenetic+Spatial: regional",646,-0.5,0.21,-0.91,-0.5,-0.1,-0.5,0
"4591","Phylogenetic+Spatial: regional",647,-0.46,0.2,-0.87,-0.46,-0.07,-0.46,0
"4592","Phylogenetic+Spatial: regional",648,-0.45,0.2,-0.85,-0.45,-0.06,-0.44,0
"4593","Phylogenetic+Spatial: regional",649,-0.31,0.21,-0.73,-0.31,0.11,-0.31,0
"4594","Phylogenetic+Spatial: regional",650,-0.25,0.21,-0.66,-0.25,0.17,-0.24,0
"4595","Phylogenetic+Spatial: regional",651,-0.25,0.21,-0.66,-0.25,0.16,-0.25,0
"4596","Phylogenetic+Spatial: regional",652,-0.26,0.21,-0.68,-0.26,0.16,-0.26,0
"4597","Phylogenetic+Spatial: regional",653,-0.24,0.21,-0.66,-0.24,0.18,-0.24,0
"4598","Phylogenetic+Spatial: regional",654,-0.32,0.26,-0.82,-0.32,0.19,-0.32,0
"4599","Phylogenetic+Spatial: regional",655,-0.25,0.25,-0.75,-0.25,0.23,-0.25,0
"4600","Phylogenetic+Spatial: regional",656,-0.26,0.25,-0.75,-0.26,0.23,-0.26,0
"4601","Phylogenetic+Spatial: regional",657,-0.26,0.25,-0.75,-0.26,0.23,-0.26,0
"4602","Phylogenetic+Spatial: regional",658,-0.28,0.25,-0.76,-0.27,0.21,-0.27,0
"4603","Phylogenetic+Spatial: regional",659,-0.28,0.25,-0.77,-0.28,0.2,-0.28,0
"4604","Phylogenetic+Spatial: regional",660,-0.27,0.22,-0.7,-0.27,0.15,-0.27,0
"4605","Phylogenetic+Spatial: regional",661,-0.46,0.24,-0.94,-0.46,0,-0.46,0
"4606","Phylogenetic+Spatial: regional",662,-0.48,0.24,-0.95,-0.47,-0.02,-0.47,0
"4607","Phylogenetic+Spatial: regional",663,-0.48,0.23,-0.94,-0.48,-0.02,-0.47,0
"4608","Phylogenetic+Spatial: regional",664,-0.49,0.22,-0.93,-0.48,-0.05,-0.48,0
"4609","Phylogenetic+Spatial: regional",665,-0.27,0.21,-0.68,-0.27,0.14,-0.26,0
"4610","Phylogenetic+Spatial: regional",666,-0.29,0.2,-0.69,-0.29,0.11,-0.28,0
"4611","Phylogenetic+Spatial: regional",667,-0.29,0.21,-0.69,-0.29,0.12,-0.28,0
"4612","Phylogenetic+Spatial: regional",668,-0.35,0.25,-0.85,-0.35,0.14,-0.35,0
"4613","Phylogenetic+Spatial: regional",669,-0.49,0.22,-0.93,-0.49,-0.06,-0.49,0
"4614","Phylogenetic+Spatial: regional",670,-0.42,0.24,-0.91,-0.42,0.06,-0.42,0
"4615","Phylogenetic+Spatial: regional",671,-0.43,0.22,-0.86,-0.43,-0.01,-0.43,0
"4616","Phylogenetic+Spatial: regional",672,-0.15,0.38,-0.9,-0.15,0.61,-0.15,0
"4617","Phylogenetic+Spatial: regional",673,-0.09,0.41,-0.89,-0.1,0.71,-0.1,0
"4618","Phylogenetic+Spatial: regional",674,-0.34,0.27,-0.87,-0.34,0.18,-0.34,0
"4619","Phylogenetic+Spatial: regional",675,-0.22,0.34,-0.89,-0.22,0.46,-0.22,0
"4620","Phylogenetic+Spatial: regional",676,-0.1,0.37,-0.81,-0.1,0.62,-0.11,0
"4621","Phylogenetic+Spatial: regional",677,-0.12,0.36,-0.82,-0.12,0.6,-0.12,0
"4622","Phylogenetic+Spatial: regional",678,-0.09,0.37,-0.81,-0.09,0.65,-0.1,0
"4623","Phylogenetic+Spatial: regional",679,-0.13,0.36,-0.83,-0.14,0.58,-0.14,0
"4624","Phylogenetic+Spatial: regional",680,-0.13,0.43,-0.98,-0.13,0.72,-0.14,0
"4625","Phylogenetic+Spatial: regional",681,-0.37,0.32,-0.99,-0.37,0.25,-0.37,0
"4626","Phylogenetic+Spatial: regional",682,-0.45,0.29,-1.03,-0.44,0.13,-0.44,0
"4627","Phylogenetic+Spatial: regional",683,0.16,0.39,-0.61,0.16,0.95,0.15,0
"4628","Phylogenetic+Spatial: regional",684,-0.33,0.32,-0.96,-0.33,0.29,-0.33,0
"4629","Phylogenetic+Spatial: regional",685,-0.39,0.3,-0.99,-0.39,0.21,-0.39,0
"4630","Phylogenetic+Spatial: regional",686,0.33,0.42,-0.47,0.33,1.18,0.31,0
"4631","Phylogenetic+Spatial: regional",687,0.26,0.4,-0.51,0.26,1.07,0.25,0
"4632","Phylogenetic+Spatial: regional",688,0.26,0.41,-0.52,0.26,1.07,0.25,0
"4633","Phylogenetic+Spatial: regional",689,-0.5,0.2,-0.91,-0.5,-0.11,-0.5,0
"4634","Phylogenetic+Spatial: regional",690,-0.5,0.2,-0.9,-0.5,-0.11,-0.5,0
"4635","Phylogenetic+Spatial: regional",691,-0.37,0.21,-0.79,-0.37,0.05,-0.36,0
"4636","Phylogenetic+Spatial: regional",692,0.19,0.21,-0.21,0.19,0.6,0.19,0
"4637","Phylogenetic+Spatial: regional",693,-0.46,0.22,-0.89,-0.45,-0.03,-0.45,0
"4638","Phylogenetic+Spatial: regional",694,-0.35,0.26,-0.87,-0.35,0.17,-0.35,0
"4639","Phylogenetic+Spatial: regional",695,-0.28,0.3,-0.87,-0.28,0.29,-0.28,0
"4640","Phylogenetic+Spatial: regional",696,-0.28,0.3,-0.87,-0.28,0.32,-0.28,0
"4641","Phylogenetic+Spatial: regional",697,-0.45,0.2,-0.85,-0.45,-0.05,-0.44,0
"4642","Phylogenetic+Spatial: regional",698,-0.43,0.2,-0.83,-0.43,-0.03,-0.42,0
"4643","Phylogenetic+Spatial: regional",699,-0.24,0.24,-0.72,-0.24,0.23,-0.24,0
"4644","Phylogenetic+Spatial: regional",700,-0.34,0.2,-0.73,-0.34,0.05,-0.34,0
"4645","Phylogenetic+Spatial: regional",701,-0.34,0.2,-0.74,-0.34,0.05,-0.34,0
"4646","Phylogenetic+Spatial: regional",702,-0.29,0.22,-0.71,-0.29,0.13,-0.29,0
"4647","Phylogenetic+Spatial: regional",703,-0.36,0.25,-0.86,-0.36,0.13,-0.36,0
"4648","Phylogenetic+Spatial: regional",704,-0.25,0.2,-0.64,-0.25,0.13,-0.25,0
"4649","Phylogenetic+Spatial: regional",705,-0.32,0.25,-0.82,-0.32,0.17,-0.32,0
"4650","Phylogenetic+Spatial: regional",706,-0.25,0.23,-0.69,-0.25,0.19,-0.25,0
"4651","Phylogenetic+Spatial: regional",707,-0.32,0.25,-0.82,-0.32,0.17,-0.32,0
"4652","Phylogenetic+Spatial: regional",708,-0.33,0.26,-0.85,-0.33,0.19,-0.33,0
"4653","Phylogenetic+Spatial: regional",709,-0.32,0.26,-0.82,-0.32,0.18,-0.32,0
"4654","Phylogenetic+Spatial: regional",710,-0.49,0.21,-0.89,-0.48,-0.09,-0.48,0
"4655","Phylogenetic+Spatial: regional",711,-0.53,0.22,-0.97,-0.53,-0.09,-0.52,0
"4656","Phylogenetic+Spatial: regional",712,-0.35,0.25,-0.84,-0.35,0.13,-0.35,0
"4657","Phylogenetic+Spatial: regional",713,-0.24,0.24,-0.71,-0.24,0.23,-0.23,0
"4658","Phylogenetic+Spatial: regional",714,-0.46,0.21,-0.87,-0.46,-0.06,-0.46,0
"4659","Phylogenetic+Spatial: regional",715,-0.33,0.27,-0.85,-0.32,0.2,-0.32,0
"4660","Phylogenetic+Spatial: regional",716,-0.37,0.25,-0.86,-0.37,0.12,-0.37,0
"4661","Phylogenetic+Spatial: regional",717,-0.37,0.25,-0.86,-0.37,0.12,-0.37,0
"4662","Phylogenetic+Spatial: regional",718,-0.26,0.23,-0.72,-0.26,0.19,-0.26,0
"4663","Phylogenetic+Spatial: regional",719,-0.38,0.21,-0.8,-0.38,0.04,-0.38,0
"4664","Phylogenetic+Spatial: regional",720,0.3,0.21,-0.12,0.3,0.72,0.3,0
"4665","Phylogenetic+Spatial: regional",721,-0.29,0.2,-0.68,-0.29,0.11,-0.28,0
"4666","Phylogenetic+Spatial: regional",722,0.26,0.21,-0.16,0.26,0.68,0.25,0
"4667","Phylogenetic+Spatial: regional",723,-0.24,0.2,-0.63,-0.24,0.14,-0.24,0
"4668","Phylogenetic+Spatial: regional",724,-0.24,0.2,-0.64,-0.24,0.15,-0.24,0
"4669","Phylogenetic+Spatial: regional",725,-0.42,0.2,-0.83,-0.42,-0.03,-0.42,0
"4670","Phylogenetic+Spatial: regional",726,-0.38,0.27,-0.91,-0.38,0.15,-0.38,0
"4671","Phylogenetic+Spatial: regional",727,-0.3,0.29,-0.88,-0.3,0.28,-0.3,0
"4672","Phylogenetic+Spatial: regional",728,-0.47,0.2,-0.86,-0.47,-0.09,-0.46,0
"4673","Phylogenetic+Spatial: regional",729,-0.48,0.2,-0.88,-0.48,-0.1,-0.48,0
"4674","Phylogenetic+Spatial: regional",730,-0.46,0.19,-0.84,-0.45,-0.08,-0.45,0
"4675","Phylogenetic+Spatial: regional",731,-0.48,0.2,-0.88,-0.48,-0.09,-0.48,0
"4676","Phylogenetic+Spatial: regional",732,-0.33,0.27,-0.86,-0.33,0.2,-0.32,0
"4677","Phylogenetic+Spatial: regional",733,-0.5,0.2,-0.9,-0.49,-0.1,-0.49,0
"4678","Phylogenetic+Spatial: regional",734,0,0.24,-0.47,0,0.48,0,0
"4679","Phylogenetic+Spatial: regional",735,-0.26,0.24,-0.72,-0.25,0.21,-0.25,0
"4680","Phylogenetic+Spatial: regional",736,0.11,0.32,-0.53,0.11,0.75,0.11,0
"4681","Phylogenetic+Spatial: regional",737,0.35,0.34,-0.3,0.35,1.02,0.35,0
"4682","Phylogenetic+Spatial: regional",738,0.36,0.34,-0.3,0.35,1.03,0.35,0
"4683","Phylogenetic+Spatial: regional",739,0.35,0.34,-0.31,0.35,1.02,0.34,0
"4684","Phylogenetic+Spatial: regional",740,0.11,0.32,-0.52,0.11,0.73,0.11,0
"4685","Phylogenetic+Spatial: regional",741,0.08,0.32,-0.54,0.09,0.7,0.09,0
"4686","Phylogenetic+Spatial: regional",742,0.11,0.32,-0.53,0.11,0.75,0.11,0
"4687","Phylogenetic+Spatial: regional",743,0.08,0.32,-0.54,0.09,0.71,0.09,0
"4688","Phylogenetic+Spatial: regional",744,0.06,0.32,-0.57,0.06,0.69,0.07,0
"4689","Phylogenetic+Spatial: regional",745,0.04,0.32,-0.59,0.04,0.67,0.04,0
"4690","Phylogenetic+Spatial: regional",746,0.13,0.32,-0.5,0.13,0.76,0.13,0
"4691","Phylogenetic+Spatial: regional",747,0.09,0.32,-0.55,0.09,0.71,0.09,0
"4692","Phylogenetic+Spatial: regional",748,0.06,0.32,-0.58,0.06,0.69,0.06,0
"4693","Phylogenetic+Spatial: regional",749,0.05,0.32,-0.58,0.05,0.66,0.05,0
"4694","Phylogenetic+Spatial: regional",750,0.07,0.32,-0.55,0.07,0.69,0.08,0
"4695","Phylogenetic+Spatial: regional",751,0.04,0.31,-0.58,0.04,0.66,0.05,0
"4696","Phylogenetic+Spatial: regional",752,-0.05,0.32,-0.68,-0.05,0.57,-0.04,0
"4697","Phylogenetic+Spatial: regional",753,0.03,0.32,-0.59,0.03,0.65,0.04,0
"4698","Phylogenetic+Spatial: regional",754,-0.06,0.32,-0.69,-0.06,0.55,-0.06,0
"4699","Phylogenetic+Spatial: regional",755,-0.05,0.32,-0.68,-0.05,0.57,-0.04,0
"4700","Phylogenetic+Spatial: regional",756,-0.06,0.32,-0.69,-0.05,0.56,-0.05,0
"4701","Phylogenetic+Spatial: regional",757,0.02,0.32,-0.61,0.02,0.64,0.02,0
"4702","Phylogenetic+Spatial: regional",758,-0.04,0.32,-0.68,-0.04,0.58,-0.03,0
"4703","Phylogenetic+Spatial: regional",759,-0.04,0.32,-0.68,-0.04,0.58,-0.04,0
"4704","Phylogenetic+Spatial: regional",760,-0.03,0.32,-0.66,-0.02,0.6,-0.02,0
"4705","Phylogenetic+Spatial: regional",761,0.17,0.32,-0.46,0.17,0.8,0.17,0
"4706","Phylogenetic+Spatial: regional",762,0.33,0.33,-0.32,0.33,0.99,0.32,0
"4707","Phylogenetic+Spatial: regional",763,0.3,0.33,-0.35,0.3,0.96,0.29,0
"4708","Phylogenetic+Spatial: regional",764,0.53,0.39,-0.22,0.52,1.3,0.52,0
"4709","Phylogenetic+Spatial: regional",765,-0.07,0.32,-0.7,-0.06,0.55,-0.06,0
"4710","Phylogenetic+Spatial: regional",766,0.54,0.39,-0.22,0.54,1.33,0.53,0
"4711","Phylogenetic+Spatial: regional",767,0.11,0.32,-0.52,0.11,0.74,0.11,0
"4712","Phylogenetic+Spatial: regional",768,0.06,0.32,-0.58,0.06,0.7,0.07,0
"4713","Phylogenetic+Spatial: regional",769,0.09,0.32,-0.54,0.09,0.71,0.09,0
"4714","Phylogenetic+Spatial: regional",770,0.27,0.35,-0.41,0.27,0.96,0.26,0
"4715","Phylogenetic+Spatial: regional",771,0.24,0.34,-0.43,0.24,0.92,0.24,0
"4716","Phylogenetic+Spatial: regional",772,0.19,0.36,-0.52,0.19,0.9,0.19,0
"4717","Phylogenetic+Spatial: regional",773,0.11,0.35,-0.57,0.11,0.78,0.11,0
"4718","Phylogenetic+Spatial: regional",774,0.1,0.35,-0.58,0.1,0.78,0.1,0
"4719","Phylogenetic+Spatial: regional",775,0.29,0.44,-0.58,0.29,1.15,0.29,0
"4720","Phylogenetic+Spatial: regional",776,0.38,0.42,-0.45,0.38,1.21,0.37,0
"4721","Phylogenetic+Spatial: regional",777,0.4,0.44,-0.45,0.4,1.26,0.4,0
"4722","Phylogenetic+Spatial: regional",778,0.81,0.43,-0.01,0.81,1.66,0.79,0
"4723","Phylogenetic+Spatial: regional",779,0.82,0.41,0.02,0.82,1.64,0.81,0
"4724","Phylogenetic+Spatial: regional",780,0.42,0.37,-0.3,0.42,1.17,0.41,0
"4725","Phylogenetic+Spatial: regional",781,0.31,0.36,-0.4,0.31,1.03,0.3,0
"4726","Phylogenetic+Spatial: regional",782,0.33,0.38,-0.42,0.33,1.09,0.32,0
"4727","Phylogenetic+Spatial: regional",783,0.22,0.43,-0.64,0.22,1.07,0.22,0
"4728","Phylogenetic+Spatial: regional",784,0.55,0.49,-0.4,0.54,1.52,0.53,0
"4729","Phylogenetic+Spatial: regional",785,0.93,0.44,0.1,0.93,1.81,0.91,0
"4730","Phylogenetic+Spatial: regional",786,0.93,0.45,0.08,0.93,1.83,0.91,0
"4731","Phylogenetic+Spatial: regional",787,0.92,0.43,0.1,0.92,1.78,0.9,0
"4732","Phylogenetic+Spatial: regional",788,0.73,0.41,-0.06,0.73,1.55,0.72,0
"4733","Phylogenetic+Spatial: regional",789,0.07,0.34,-0.6,0.07,0.73,0.07,0
"4734","Phylogenetic+Spatial: regional",790,0.02,0.33,-0.64,0.02,0.67,0.02,0
"4735","Phylogenetic+Spatial: regional",791,0.03,0.33,-0.63,0.03,0.68,0.03,0
"4736","Phylogenetic+Spatial: regional",792,0.01,0.33,-0.64,0.01,0.66,0.01,0
"4737","Phylogenetic+Spatial: regional",793,0.02,0.33,-0.63,0.02,0.66,0.02,0
"4738","Phylogenetic+Spatial: regional",794,0.04,0.33,-0.61,0.04,0.69,0.05,0
"4739","Phylogenetic+Spatial: regional",795,0.06,0.33,-0.59,0.06,0.7,0.06,0
"4740","Phylogenetic+Spatial: regional",796,0.01,0.33,-0.63,0.02,0.65,0.02,0
"4741","Phylogenetic+Spatial: regional",797,0.04,0.33,-0.61,0.04,0.68,0.04,0
"4742","Phylogenetic+Spatial: regional",798,0.03,0.33,-0.62,0.03,0.67,0.04,0
"4743","Phylogenetic+Spatial: regional",799,0.05,0.33,-0.6,0.05,0.7,0.06,0
"4744","Phylogenetic+Spatial: regional",800,0.14,0.35,-0.54,0.14,0.82,0.14,0
"4745","Phylogenetic+Spatial: regional",801,0.14,0.35,-0.54,0.14,0.83,0.14,0
"4746","Phylogenetic+Spatial: regional",802,0.23,0.36,-0.49,0.23,0.95,0.22,0
"4747","Phylogenetic+Spatial: regional",803,0.41,0.35,-0.26,0.4,1.09,0.4,0
"4748","Phylogenetic+Spatial: regional",804,0.28,0.34,-0.39,0.28,0.97,0.28,0
"4749","Phylogenetic+Spatial: regional",805,0.54,0.4,-0.23,0.53,1.33,0.53,0
"4750","Phylogenetic+Spatial: regional",806,0.61,0.4,-0.17,0.61,1.41,0.6,0
"4751","Phylogenetic+Spatial: regional",807,0.64,0.41,-0.17,0.63,1.46,0.63,0
"4752","Phylogenetic+Spatial: regional",808,0.64,0.4,-0.14,0.64,1.43,0.63,0
"4753","Phylogenetic+Spatial: regional",809,0.62,0.4,-0.16,0.62,1.41,0.61,0
"4754","Phylogenetic+Spatial: regional",810,0.34,0.35,-0.34,0.33,1.03,0.33,0
"4755","Phylogenetic+Spatial: regional",811,0.44,0.39,-0.31,0.44,1.21,0.43,0
"4756","Phylogenetic+Spatial: regional",812,0.37,0.37,-0.35,0.37,1.11,0.36,0
"4757","Phylogenetic+Spatial: regional",813,0.32,0.37,-0.41,0.32,1.06,0.31,0
"4758","Phylogenetic+Spatial: regional",814,0.24,0.44,-0.61,0.24,1.11,0.24,0
"4759","Phylogenetic+Spatial: regional",815,0.66,0.47,-0.23,0.65,1.61,0.63,0
"4760","Phylogenetic+Spatial: regional",816,0.57,0.45,-0.29,0.56,1.47,0.54,0
"4761","Phylogenetic+Spatial: regional",817,0.28,0.34,-0.39,0.28,0.96,0.28,0
"4762","Phylogenetic+Spatial: regional",818,0.36,0.35,-0.33,0.35,1.05,0.35,0
"4763","Phylogenetic+Spatial: regional",819,0.36,0.39,-0.41,0.36,1.15,0.36,0
"4764","Phylogenetic+Spatial: regional",820,0.42,0.38,-0.32,0.42,1.18,0.41,0
"4765","Phylogenetic+Spatial: regional",821,0.41,0.41,-0.38,0.41,1.22,0.4,0
"4766","Phylogenetic+Spatial: regional",822,0.42,0.39,-0.34,0.42,1.2,0.41,0
"4767","Phylogenetic+Spatial: regional",823,0.24,0.35,-0.45,0.23,0.92,0.23,0
"4768","Phylogenetic+Spatial: regional",824,0.39,0.38,-0.34,0.39,1.14,0.39,0
"4769","Phylogenetic+Spatial: regional",825,0.27,0.35,-0.42,0.27,0.96,0.27,0
"4770","Phylogenetic+Spatial: regional",826,0.28,0.36,-0.42,0.28,0.99,0.28,0
"4771","Phylogenetic+Spatial: regional",827,0.27,0.35,-0.43,0.26,0.96,0.26,0
"4772","Phylogenetic+Spatial: regional",828,0.29,0.36,-0.41,0.29,1,0.29,0
"4773","Phylogenetic+Spatial: regional",829,0.33,0.37,-0.39,0.33,1.05,0.32,0
"4774","Phylogenetic+Spatial: regional",830,0.33,0.37,-0.39,0.33,1.06,0.32,0
"4775","Phylogenetic+Spatial: regional",831,0.27,0.36,-0.43,0.27,0.98,0.27,0
"4776","Phylogenetic+Spatial: regional",832,0.29,0.36,-0.41,0.29,1,0.29,0
"4777","Phylogenetic+Spatial: regional",833,0.39,0.4,-0.4,0.38,1.19,0.38,0
"4778","Phylogenetic+Spatial: regional",834,0.37,0.4,-0.41,0.37,1.17,0.36,0
"4779","Phylogenetic+Spatial: regional",835,0.67,0.53,-0.33,0.66,1.73,0.64,0
"4780","Phylogenetic+Spatial: regional",836,0.74,0.53,-0.26,0.73,1.81,0.7,0
"4781","Phylogenetic+Spatial: regional",837,0.28,0.52,-0.72,0.27,1.31,0.26,0
"4782","Phylogenetic+Spatial: regional",838,0.27,0.35,-0.42,0.27,0.96,0.27,0
