"","model","sp_id","mean","sd","0.025quant","0.5quant","0.975quant","mode","kld"
"1085","Spatial: local",1084,0.5,0.35,-0.19,0.5,1.19,0.5,0
"1086","Spatial: local",1085,0.05,0.49,-0.91,0.05,1.01,0.05,0
"1087","Spatial: local",1086,-0.1,0.48,-1.05,-0.1,0.85,-0.1,0
"1088","Spatial: local",1087,0.06,0.32,-0.57,0.06,0.7,0.06,0
"1089","Spatial: local",1088,-0.13,0.39,-0.91,-0.13,0.64,-0.13,0
"1090","Spatial: local",1089,-0.05,0.49,-1.01,-0.05,0.91,-0.05,0
"1091","Spatial: local",1090,0.06,0.29,-0.52,0.06,0.63,0.06,0
"1092","Spatial: local",1091,0.06,0.4,-0.73,0.06,0.84,0.06,0
"1093","Spatial: local",1092,0.64,0.37,-0.08,0.64,1.36,0.64,0
"1094","Spatial: local",1093,0.61,0.34,-0.06,0.6,1.28,0.6,0
"1095","Spatial: local",1094,0.4,0.45,-0.49,0.39,1.29,0.39,0
"1096","Spatial: local",1095,0.47,0.35,-0.23,0.47,1.16,0.47,0
"1097","Spatial: local",1096,0.31,0.38,-0.44,0.31,1.06,0.31,0
"1098","Spatial: local",1097,-0.21,0.47,-1.13,-0.21,0.72,-0.21,0
"1099","Spatial: local",1098,-0.01,0.46,-0.92,-0.01,0.9,-0.01,0
"1100","Spatial: local",1099,-0.12,0.46,-1.02,-0.12,0.78,-0.12,0
"1101","Spatial: local",1100,0.38,0.48,-0.56,0.38,1.31,0.37,0
"1102","Spatial: local",1101,0.37,0.47,-0.55,0.37,1.3,0.37,0
"1103","Spatial: local",1102,0.27,0.47,-0.66,0.27,1.2,0.27,0
"1104","Spatial: local",1103,0.44,0.39,-0.33,0.44,1.2,0.44,0
"1105","Spatial: local",1104,-0.33,0.49,-1.29,-0.33,0.63,-0.33,0
"1106","Spatial: local",1105,-0.29,0.49,-1.25,-0.29,0.66,-0.29,0
"1107","Spatial: local",1106,-0.18,0.49,-1.14,-0.18,0.77,-0.18,0
"1108","Spatial: local",1107,0.12,0.47,-0.81,0.12,1.05,0.12,0
"1109","Spatial: local",1108,0.59,0.41,-0.2,0.59,1.39,0.59,0
"1110","Spatial: local",1109,-0.1,0.49,-1.06,-0.1,0.85,-0.1,0
"1111","Spatial: local",1110,0.23,0.46,-0.67,0.23,1.13,0.23,0
"1112","Spatial: local",1111,-0.5,0.25,-0.99,-0.5,-0.01,-0.5,0
"1113","Spatial: local",1112,0.28,0.36,-0.42,0.28,0.98,0.28,0
"1114","Spatial: local",1113,0.29,0.34,-0.38,0.29,0.96,0.29,0
"1115","Spatial: local",1114,0.05,0.41,-0.76,0.05,0.86,0.05,0
"1116","Spatial: local",1115,0.25,0.36,-0.46,0.25,0.97,0.25,0
"1117","Spatial: local",1116,0.17,0.4,-0.62,0.17,0.96,0.17,0
"1118","Spatial: local",1117,0.25,0.43,-0.59,0.25,1.1,0.25,0
"1119","Spatial: local",1118,0.24,0.4,-0.53,0.24,1.02,0.24,0
"1120","Spatial: local",1119,0.21,0.39,-0.56,0.21,0.97,0.21,0
"1121","Spatial: local",1120,-0.04,0.46,-0.95,-0.04,0.86,-0.04,0
"1122","Spatial: local",1121,0.15,0.49,-0.81,0.15,1.1,0.15,0
"1123","Spatial: local",1122,-0.24,0.41,-1.04,-0.24,0.55,-0.24,0
"1124","Spatial: local",1123,-0.08,0.4,-0.88,-0.08,0.71,-0.08,0
"1125","Spatial: local",1124,0.59,0.46,-0.3,0.59,1.49,0.59,0
"1126","Spatial: local",1125,0.54,0.48,-0.41,0.54,1.49,0.54,0
"1127","Spatial: local",1126,0.55,0.49,-0.41,0.55,1.52,0.55,0
"1128","Spatial: local",1127,0.74,0.47,-0.18,0.74,1.67,0.74,0
"1129","Spatial: local",1128,0.55,0.49,-0.4,0.55,1.51,0.55,0
"1130","Spatial: local",1129,0.24,0.49,-0.71,0.24,1.2,0.24,0
"1131","Spatial: local",1130,0.3,0.49,-0.66,0.3,1.26,0.3,0
"1132","Spatial: local",1131,0.08,0.49,-0.88,0.08,1.04,0.08,0
"1133","Spatial: local",1132,0.13,0.48,-0.82,0.13,1.08,0.13,0
"1134","Spatial: local",1133,-0.16,0.45,-1.05,-0.16,0.73,-0.16,0
"1135","Spatial: local",1134,-0.1,0.49,-1.06,-0.1,0.86,-0.1,0
"1136","Spatial: local",1135,-0.02,0.48,-0.97,-0.02,0.92,-0.02,0
"1137","Spatial: local",1136,0.24,0.37,-0.49,0.24,0.97,0.24,0
"1138","Spatial: local",1137,0.73,0.45,-0.14,0.73,1.61,0.73,0
"1139","Spatial: local",1138,0.55,0.46,-0.35,0.55,1.45,0.55,0
"1140","Spatial: local",1139,0.68,0.43,-0.16,0.68,1.53,0.68,0
"1141","Spatial: local",1140,0.43,0.42,-0.4,0.43,1.26,0.43,0
"1142","Spatial: local",1141,0.66,0.42,-0.16,0.66,1.49,0.66,0
"1143","Spatial: local",1142,0.44,0.42,-0.37,0.44,1.26,0.44,0
"1144","Spatial: local",1143,0.2,0.42,-0.63,0.2,1.02,0.2,0
"1145","Spatial: local",1144,0.36,0.45,-0.53,0.36,1.25,0.36,0
"1146","Spatial: local",1145,0.18,0.41,-0.62,0.18,0.99,0.18,0
"1147","Spatial: local",1146,0.14,0.43,-0.71,0.14,0.98,0.14,0
"1148","Spatial: local",1147,0.27,0.42,-0.56,0.27,1.09,0.27,0
"1149","Spatial: local",1148,0.4,0.43,-0.45,0.4,1.24,0.39,0
"1150","Spatial: local",1149,0.23,0.44,-0.64,0.23,1.1,0.23,0
"1151","Spatial: local",1150,0.32,0.39,-0.44,0.32,1.08,0.32,0
"1152","Spatial: local",1151,0.2,0.39,-0.56,0.2,0.96,0.2,0
"1153","Spatial: local",1152,0.61,0.42,-0.21,0.61,1.43,0.61,0
"1154","Spatial: local",1153,0.31,0.44,-0.55,0.31,1.16,0.31,0
"1155","Spatial: local",1154,0.29,0.38,-0.45,0.29,1.02,0.28,0
"1156","Spatial: local",1155,0.6,0.49,-0.36,0.59,1.55,0.59,0
"1157","Spatial: local",1156,1.02,0.49,0.07,1.02,1.98,1.02,0
"1158","Spatial: local",1157,0.44,0.48,-0.5,0.44,1.39,0.44,0
"1159","Spatial: local",1158,0.46,0.48,-0.48,0.46,1.41,0.46,0
"1160","Spatial: local",1159,0.6,0.41,-0.21,0.6,1.41,0.6,0
"1161","Spatial: local",1160,0.59,0.41,-0.21,0.59,1.39,0.59,0
"1162","Spatial: local",1161,0.69,0.49,-0.27,0.68,1.65,0.68,0
"1163","Spatial: local",1162,0.51,0.46,-0.39,0.51,1.41,0.51,0
"1164","Spatial: local",1163,0.45,0.46,-0.45,0.45,1.35,0.45,0
"1165","Spatial: local",1164,0.37,0.46,-0.52,0.37,1.27,0.37,0
"1166","Spatial: local",1165,0.18,0.49,-0.78,0.18,1.14,0.18,0
"1167","Spatial: local",1166,-0.24,0.47,-1.16,-0.24,0.68,-0.24,0
"1168","Spatial: local",1167,0.03,0.42,-0.81,0.03,0.86,0.03,0
"1169","Spatial: local",1168,0.35,0.48,-0.6,0.35,1.31,0.35,0
"1170","Spatial: local",1169,0.76,0.45,-0.12,0.76,1.65,0.76,0
"1171","Spatial: local",1170,0.53,0.46,-0.37,0.53,1.43,0.53,0
"1172","Spatial: local",1171,0.09,0.47,-0.84,0.09,1.02,0.09,0
"1173","Spatial: local",1172,-0.16,0.45,-1.05,-0.16,0.72,-0.16,0
"1174","Spatial: local",1173,-0.11,0.45,-1,-0.11,0.77,-0.11,0
"1175","Spatial: local",1174,0.04,0.49,-0.91,0.04,1,0.04,0
"1176","Spatial: local",1175,0.43,0.48,-0.51,0.43,1.37,0.43,0
"1177","Spatial: local",1176,0.55,0.46,-0.34,0.55,1.45,0.55,0
"1178","Spatial: local",1177,0.19,0.45,-0.7,0.19,1.07,0.19,0
"1179","Spatial: local",1178,0.43,0.36,-0.28,0.43,1.13,0.43,0
"1180","Spatial: local",1179,-0.12,0.48,-1.06,-0.11,0.83,-0.11,0
"1181","Spatial: local",1180,0.87,0.48,-0.06,0.87,1.8,0.86,0
"1182","Spatial: local",1181,-0.21,0.27,-0.73,-0.21,0.31,-0.21,0
"1183","Spatial: local",1182,-0.84,0.38,-1.59,-0.84,-0.08,-0.83,0
"1184","Spatial: local",1183,-0.48,0.25,-0.96,-0.48,0,-0.48,0
"1185","Spatial: local",1184,-0.45,0.28,-1,-0.45,0.1,-0.45,0
"1186","Spatial: local",1185,-0.28,0.25,-0.76,-0.28,0.21,-0.28,0
"1187","Spatial: local",1186,0.06,0.26,-0.45,0.06,0.58,0.06,0
"1188","Spatial: local",1187,-0.11,0.24,-0.58,-0.11,0.36,-0.11,0
"1189","Spatial: local",1188,-0.06,0.25,-0.55,-0.06,0.43,-0.06,0
"1190","Spatial: local",1189,0,0.27,-0.52,0,0.52,0,0
"1191","Spatial: local",1190,0.23,0.33,-0.42,0.23,0.89,0.23,0
"1192","Spatial: local",1191,-0.01,0.3,-0.6,-0.01,0.58,-0.01,0
"1193","Spatial: local",1192,-0.05,0.39,-0.81,-0.06,0.7,-0.06,0
"1194","Spatial: local",1193,-0.6,0.33,-1.24,-0.6,0.04,-0.6,0
"1195","Spatial: local",1194,0.13,0.37,-0.61,0.13,0.86,0.13,0
"1196","Spatial: local",1195,-0.65,0.37,-1.38,-0.65,0.08,-0.65,0
"1197","Spatial: local",1196,-0.52,0.38,-1.26,-0.52,0.22,-0.52,0
"1198","Spatial: local",1197,0.13,0.37,-0.6,0.13,0.85,0.13,0
"1199","Spatial: local",1198,-0.33,0.4,-1.11,-0.33,0.46,-0.33,0
"1200","Spatial: local",1199,0.05,0.44,-0.82,0.05,0.92,0.05,0
"1201","Spatial: local",1200,-0.02,0.39,-0.79,-0.02,0.76,-0.02,0
"1202","Spatial: local",1201,-0.86,0.43,-1.71,-0.86,-0.01,-0.86,0
"1203","Spatial: local",1202,-0.91,0.43,-1.75,-0.91,-0.06,-0.9,0
"1204","Spatial: local",1203,-1.06,0.43,-1.9,-1.06,-0.22,-1.05,0
"1205","Spatial: local",1204,-1.22,0.39,-2,-1.22,-0.45,-1.22,0
"1206","Spatial: local",1205,-0.76,0.43,-1.62,-0.76,0.09,-0.76,0
"1207","Spatial: local",1206,0.1,0.37,-0.62,0.1,0.82,0.1,0
"1208","Spatial: local",1207,-0.76,0.32,-1.39,-0.76,-0.14,-0.76,0
"1209","Spatial: local",1208,-0.52,0.35,-1.2,-0.52,0.17,-0.52,0
"1210","Spatial: local",1209,-1.14,0.32,-1.78,-1.14,-0.51,-1.14,0
"1211","Spatial: local",1210,-1.08,0.31,-1.7,-1.08,-0.47,-1.08,0
"1212","Spatial: local",1211,-0.49,0.42,-1.31,-0.49,0.34,-0.48,0
"1213","Spatial: local",1212,-0.65,0.43,-1.5,-0.65,0.19,-0.65,0
"1214","Spatial: local",1213,-0.4,0.42,-1.23,-0.4,0.43,-0.4,0
"1215","Spatial: local",1214,-0.65,0.38,-1.4,-0.65,0.1,-0.65,0
"1216","Spatial: local",1215,-0.66,0.39,-1.42,-0.66,0.1,-0.66,0
"1217","Spatial: local",1216,-0.45,0.41,-1.26,-0.45,0.36,-0.45,0
"1218","Spatial: local",1217,-0.32,0.34,-0.99,-0.32,0.34,-0.32,0
"1219","Spatial: local",1218,-0.03,0.41,-0.84,-0.03,0.78,-0.03,0
"1220","Spatial: local",1219,0.23,0.42,-0.6,0.23,1.06,0.22,0
"1221","Spatial: local",1220,-0.46,0.41,-1.27,-0.46,0.34,-0.46,0
"1222","Spatial: local",1221,0.39,0.39,-0.38,0.39,1.16,0.39,0
"1223","Spatial: local",1222,-0.49,0.34,-1.16,-0.49,0.19,-0.49,0
"1224","Spatial: local",1223,-0.52,0.4,-1.29,-0.52,0.26,-0.51,0
"1225","Spatial: local",1224,-0.4,0.39,-1.18,-0.4,0.37,-0.4,0
"1226","Spatial: local",1225,-0.1,0.41,-0.9,-0.1,0.69,-0.1,0
"1227","Spatial: local",1226,-0.08,0.34,-0.74,-0.08,0.58,-0.08,0
"1228","Spatial: local",1227,-0.6,0.47,-1.52,-0.6,0.31,-0.6,0
"1229","Spatial: local",1228,-0.05,0.45,-0.94,-0.05,0.84,-0.05,0
"1230","Spatial: local",1229,-0.08,0.33,-0.72,-0.08,0.56,-0.08,0
"1231","Spatial: local",1230,-0.05,0.44,-0.92,-0.05,0.81,-0.05,0
"1232","Spatial: local",1231,-0.8,0.36,-1.5,-0.8,-0.1,-0.8,0
"1233","Spatial: local",1232,-0.33,0.49,-1.28,-0.33,0.62,-0.32,0
"1234","Spatial: local",1233,-0.13,0.47,-1.06,-0.13,0.79,-0.13,0
"1235","Spatial: local",1234,-0.48,0.45,-1.36,-0.48,0.4,-0.48,0
"1236","Spatial: local",1235,-0.23,0.41,-1.03,-0.23,0.58,-0.23,0
"1237","Spatial: local",1236,-0.31,0.42,-1.13,-0.31,0.51,-0.31,0
"1238","Spatial: local",1237,-0.3,0.47,-1.23,-0.3,0.63,-0.3,0
"1239","Spatial: local",1238,-0.39,0.42,-1.23,-0.39,0.44,-0.39,0
"1240","Spatial: local",1239,-0.32,0.41,-1.12,-0.32,0.47,-0.32,0
"1241","Spatial: local",1240,-0.6,0.35,-1.29,-0.6,0.08,-0.6,0
"1242","Spatial: local",1241,-0.14,0.41,-0.95,-0.14,0.67,-0.14,0
"1243","Spatial: local",1242,-0.61,0.32,-1.25,-0.61,0.03,-0.61,0
"1244","Spatial: local",1243,-0.15,0.37,-0.87,-0.15,0.58,-0.15,0
"1245","Spatial: local",1244,-0.21,0.33,-0.85,-0.21,0.42,-0.22,0
"1246","Spatial: local",1245,-0.14,0.33,-0.78,-0.14,0.51,-0.14,0
"1247","Spatial: local",1246,-0.79,0.45,-1.68,-0.79,0.08,-0.79,0
"1248","Spatial: local",1247,1.21,0.5,0.24,1.21,2.19,1.2,0
"1249","Spatial: local",1248,0.16,0.45,-0.71,0.16,1.04,0.16,0
"1250","Spatial: local",1249,0.13,0.45,-0.75,0.13,1.02,0.13,0
"1251","Spatial: local",1250,0.04,0.48,-0.91,0.04,0.99,0.04,0
"1252","Spatial: local",1251,-0.11,0.34,-0.76,-0.11,0.55,-0.11,0
"1253","Spatial: local",1252,-0.1,0.37,-0.84,-0.1,0.63,-0.1,0
"1254","Spatial: local",1253,-0.48,0.43,-1.32,-0.48,0.36,-0.48,0
"1255","Spatial: local",1254,0.5,0.36,-0.2,0.5,1.2,0.5,0
"1256","Spatial: local",1255,0.22,0.42,-0.61,0.22,1.05,0.22,0
"1257","Spatial: local",1256,0.12,0.39,-0.65,0.12,0.89,0.12,0
"1258","Spatial: local",1257,0.12,0.39,-0.65,0.12,0.9,0.12,0
"1259","Spatial: local",1258,0.09,0.41,-0.72,0.09,0.9,0.09,0
"1260","Spatial: local",1259,0.29,0.39,-0.48,0.29,1.07,0.29,0
"1261","Spatial: local",1260,0.18,0.46,-0.72,0.18,1.08,0.18,0
"1262","Spatial: local",1261,0.04,0.46,-0.86,0.04,0.95,0.04,0
"1263","Spatial: local",1262,0.05,0.41,-0.75,0.05,0.84,0.05,0
"1264","Spatial: local",1263,0.14,0.39,-0.63,0.14,0.9,0.14,0
"1265","Spatial: local",1264,0.19,0.43,-0.66,0.19,1.03,0.19,0
"1266","Spatial: local",1265,1.18,0.47,0.27,1.18,2.11,1.18,0
"1267","Spatial: local",1266,0.11,0.3,-0.48,0.11,0.7,0.11,0
"1268","Spatial: local",1267,-0.58,0.46,-1.49,-0.58,0.32,-0.58,0
"1269","Spatial: local",1268,-0.12,0.44,-0.99,-0.12,0.74,-0.12,0
"1270","Spatial: local",1269,0.67,0.45,-0.2,0.67,1.56,0.67,0
"1271","Spatial: local",1270,-0.38,0.35,-1.06,-0.38,0.31,-0.37,0
"1272","Spatial: local",1271,-0.37,0.38,-1.12,-0.37,0.37,-0.37,0
"1273","Spatial: local",1272,0.19,0.38,-0.56,0.19,0.94,0.19,0
"1274","Spatial: local",1273,-0.25,0.48,-1.2,-0.25,0.7,-0.25,0
"1275","Spatial: local",1274,-0.23,0.44,-1.1,-0.23,0.63,-0.23,0
"1276","Spatial: local",1275,0,0.48,-0.94,0,0.94,0,0
"1277","Spatial: local",1276,-0.39,0.48,-1.33,-0.39,0.54,-0.39,0
"1278","Spatial: local",1277,-0.33,0.41,-1.12,-0.33,0.47,-0.32,0
"1279","Spatial: local",1278,0.38,0.43,-0.47,0.38,1.24,0.38,0
"1280","Spatial: local",1279,0.44,0.49,-0.51,0.44,1.39,0.43,0
"1281","Spatial: local",1280,-0.08,0.46,-0.99,-0.08,0.83,-0.08,0
"1282","Spatial: local",1281,-0.14,0.48,-1.08,-0.14,0.8,-0.14,0
"1283","Spatial: local",1282,0.28,0.37,-0.45,0.28,1.01,0.28,0
"1284","Spatial: local",1283,-0.58,0.48,-1.52,-0.57,0.36,-0.57,0
"1285","Spatial: local",1284,-0.19,0.43,-1.04,-0.19,0.65,-0.19,0
"1286","Spatial: local",1285,-0.05,0.4,-0.83,-0.05,0.74,-0.05,0
"1287","Spatial: local",1286,0.04,0.4,-0.75,0.04,0.84,0.04,0
"1288","Spatial: local",1287,-0.09,0.42,-0.9,-0.09,0.73,-0.09,0
"1289","Spatial: local",1288,-0.09,0.39,-0.86,-0.09,0.68,-0.09,0
"1290","Spatial: local",1289,-0.01,0.38,-0.76,-0.01,0.74,-0.01,0
"1291","Spatial: local",1290,-0.59,0.32,-1.21,-0.58,0.04,-0.58,0
"1292","Spatial: local",1291,-0.53,0.46,-1.45,-0.53,0.37,-0.53,0
"1293","Spatial: local",1292,-0.82,0.38,-1.57,-0.82,-0.08,-0.82,0
"1294","Spatial: local",1293,-0.78,0.45,-1.66,-0.78,0.09,-0.78,0
"1295","Spatial: local",1294,-0.72,0.37,-1.45,-0.72,0.01,-0.72,0
"1296","Spatial: local",1295,-0.72,0.47,-1.64,-0.72,0.19,-0.72,0
"1297","Spatial: local",1296,-0.5,0.48,-1.44,-0.5,0.44,-0.49,0
"1298","Spatial: local",1297,-0.31,0.48,-1.25,-0.31,0.63,-0.3,0
"1299","Spatial: local",1298,-0.1,0.43,-0.94,-0.1,0.73,-0.1,0
"1300","Spatial: local",1299,0.13,0.43,-0.71,0.13,0.97,0.13,0
"1301","Spatial: local",1300,-0.08,0.37,-0.81,-0.08,0.65,-0.08,0
"1302","Spatial: local",1301,-0.11,0.33,-0.76,-0.11,0.54,-0.11,0
"1303","Spatial: local",1302,0.4,0.32,-0.23,0.4,1.03,0.4,0
"1304","Spatial: local",1303,0.04,0.31,-0.56,0.04,0.64,0.04,0
"1305","Spatial: local",1304,-0.31,0.34,-0.99,-0.31,0.35,-0.31,0
"1306","Spatial: local",1305,0.43,0.34,-0.22,0.43,1.09,0.43,0
"1307","Spatial: local",1306,0.41,0.34,-0.27,0.41,1.08,0.41,0
"1308","Spatial: local",1307,0.23,0.3,-0.36,0.23,0.83,0.23,0
"1309","Spatial: local",1308,0.45,0.36,-0.26,0.45,1.17,0.45,0
"1310","Spatial: local",1309,-0.43,0.46,-1.32,-0.42,0.46,-0.42,0
"1311","Spatial: local",1310,-0.76,0.4,-1.54,-0.76,0.01,-0.76,0
"1312","Spatial: local",1311,-0.64,0.49,-1.59,-0.64,0.31,-0.63,0
"1313","Spatial: local",1312,-0.64,0.49,-1.59,-0.63,0.32,-0.63,0
"1314","Spatial: local",1313,-0.33,0.49,-1.29,-0.33,0.63,-0.33,0
"1315","Spatial: local",1314,0.62,0.42,-0.2,0.62,1.44,0.62,0
"1316","Spatial: regional",1,0.11,0.15,-0.18,0.11,0.41,0.11,0
"1317","Spatial: regional",2,0.11,0.16,-0.21,0.11,0.42,0.11,0
"1318","Spatial: regional",3,0.19,0.27,-0.34,0.19,0.71,0.19,0
"1319","Spatial: regional",4,-0.35,0.23,-0.81,-0.35,0.1,-0.35,0
"1320","Spatial: regional",5,-0.48,0.14,-0.75,-0.48,-0.22,-0.48,0
"1321","Spatial: regional",6,-0.49,0.13,-0.74,-0.49,-0.25,-0.49,0
"1322","Spatial: regional",7,-0.48,0.12,-0.72,-0.48,-0.25,-0.48,0
"1323","Spatial: regional",8,-0.49,0.12,-0.74,-0.49,-0.25,-0.49,0
"1324","Spatial: regional",9,-0.47,0.14,-0.75,-0.47,-0.2,-0.47,0
"1325","Spatial: regional",10,-0.47,0.14,-0.75,-0.47,-0.19,-0.46,0
"1326","Spatial: regional",11,-0.47,0.14,-0.74,-0.47,-0.2,-0.47,0
"1327","Spatial: regional",12,-0.23,0.15,-0.52,-0.22,0.07,-0.22,0
"1328","Spatial: regional",13,-0.06,0.21,-0.46,-0.06,0.35,-0.06,0
"1329","Spatial: regional",14,-0.32,0.15,-0.61,-0.32,-0.03,-0.32,0
"1330","Spatial: regional",15,-0.32,0.14,-0.61,-0.32,-0.04,-0.32,0
"1331","Spatial: regional",16,-0.3,0.15,-0.6,-0.3,-0.02,-0.3,0
"1332","Spatial: regional",17,-0.27,0.15,-0.58,-0.27,0.03,-0.27,0
"1333","Spatial: regional",18,-0.27,0.15,-0.57,-0.27,0.02,-0.27,0
"1334","Spatial: regional",19,-0.35,0.15,-0.64,-0.35,-0.07,-0.35,0
"1335","Spatial: regional",20,-0.4,0.14,-0.67,-0.39,-0.12,-0.39,0
"1336","Spatial: regional",21,-0.36,0.15,-0.65,-0.36,-0.08,-0.36,0
"1337","Spatial: regional",22,-0.43,0.13,-0.69,-0.43,-0.17,-0.43,0
"1338","Spatial: regional",23,0.23,0.17,-0.09,0.23,0.56,0.23,0
"1339","Spatial: regional",24,0.27,0.16,-0.05,0.27,0.59,0.27,0
"1340","Spatial: regional",25,0.27,0.16,-0.04,0.27,0.59,0.27,0
"1341","Spatial: regional",26,0.26,0.16,-0.06,0.26,0.58,0.26,0
"1342","Spatial: regional",27,0.24,0.16,-0.08,0.24,0.56,0.24,0
"1343","Spatial: regional",28,0.32,0.16,0.01,0.32,0.63,0.32,0
"1344","Spatial: regional",29,0.31,0.16,0.01,0.31,0.62,0.31,0
"1345","Spatial: regional",30,0.31,0.16,0.01,0.31,0.62,0.31,0
"1346","Spatial: regional",31,0.33,0.16,0.02,0.33,0.65,0.33,0
"1347","Spatial: regional",32,0.29,0.17,-0.04,0.29,0.62,0.28,0
"1348","Spatial: regional",33,0.29,0.17,-0.04,0.29,0.63,0.29,0
"1349","Spatial: regional",34,0.29,0.17,-0.04,0.29,0.63,0.29,0
"1350","Spatial: regional",35,0.25,0.16,-0.06,0.25,0.56,0.25,0
"1351","Spatial: regional",36,0.17,0.15,-0.12,0.17,0.46,0.17,0
"1352","Spatial: regional",37,0.16,0.15,-0.13,0.16,0.45,0.16,0
"1353","Spatial: regional",38,0.25,0.16,-0.06,0.25,0.56,0.24,0
"1354","Spatial: regional",39,0.25,0.16,-0.06,0.24,0.55,0.24,0
"1355","Spatial: regional",40,0.24,0.16,-0.07,0.24,0.55,0.24,0
"1356","Spatial: regional",41,0.21,0.16,-0.1,0.21,0.52,0.21,0
"1357","Spatial: regional",42,0.22,0.16,-0.09,0.22,0.53,0.22,0
"1358","Spatial: regional",43,0.2,0.16,-0.11,0.2,0.52,0.2,0
"1359","Spatial: regional",44,0.16,0.16,-0.15,0.16,0.48,0.16,0
"1360","Spatial: regional",45,0.24,0.16,-0.07,0.23,0.55,0.23,0
"1361","Spatial: regional",46,0.28,0.16,-0.04,0.28,0.6,0.27,0
"1362","Spatial: regional",47,-0.12,0.13,-0.38,-0.12,0.14,-0.12,0
"1363","Spatial: regional",48,-0.06,0.14,-0.33,-0.06,0.21,-0.06,0
"1364","Spatial: regional",49,-0.09,0.13,-0.35,-0.09,0.17,-0.09,0
"1365","Spatial: regional",50,-0.4,0.11,-0.61,-0.4,-0.19,-0.39,0
"1366","Spatial: regional",51,-0.4,0.11,-0.61,-0.4,-0.19,-0.39,0
"1367","Spatial: regional",52,-0.41,0.11,-0.63,-0.41,-0.2,-0.41,0
"1368","Spatial: regional",53,-0.39,0.11,-0.61,-0.39,-0.18,-0.39,0
"1369","Spatial: regional",54,-0.42,0.11,-0.64,-0.42,-0.21,-0.42,0
"1370","Spatial: regional",55,-0.43,0.11,-0.65,-0.43,-0.22,-0.43,0
"1371","Spatial: regional",56,-0.1,0.14,-0.37,-0.1,0.17,-0.1,0
"1372","Spatial: regional",57,-0.23,0.12,-0.47,-0.23,0.01,-0.23,0
"1373","Spatial: regional",58,-0.29,0.11,-0.51,-0.29,-0.06,-0.28,0
"1374","Spatial: regional",59,-0.08,0.14,-0.36,-0.08,0.19,-0.08,0
"1375","Spatial: regional",60,-0.25,0.12,-0.49,-0.25,-0.01,-0.25,0
"1376","Spatial: regional",61,-0.28,0.12,-0.51,-0.28,-0.05,-0.27,0
"1377","Spatial: regional",62,-0.34,0.11,-0.56,-0.34,-0.12,-0.33,0
"1378","Spatial: regional",63,-0.33,0.11,-0.54,-0.33,-0.12,-0.33,0
"1379","Spatial: regional",64,-0.31,0.11,-0.52,-0.31,-0.11,-0.31,0
"1380","Spatial: regional",65,-0.27,0.11,-0.49,-0.27,-0.06,-0.27,0
"1381","Spatial: regional",66,-0.3,0.11,-0.51,-0.3,-0.09,-0.3,0
"1382","Spatial: regional",67,-0.35,0.11,-0.56,-0.35,-0.14,-0.35,0
"1383","Spatial: regional",68,-0.23,0.12,-0.47,-0.22,0.02,-0.22,0
"1384","Spatial: regional",69,-0.16,0.13,-0.42,-0.16,0.09,-0.16,0
"1385","Spatial: regional",70,-0.16,0.14,-0.44,-0.16,0.11,-0.16,0
"1386","Spatial: regional",71,-0.2,0.12,-0.43,-0.2,0.03,-0.2,0
"1387","Spatial: regional",72,0.01,0.16,-0.3,0.01,0.33,0.01,0
"1388","Spatial: regional",73,0,0.16,-0.31,0,0.31,0,0
"1389","Spatial: regional",74,0.02,0.16,-0.29,0.02,0.34,0.02,0
"1390","Spatial: regional",75,0.03,0.16,-0.29,0.03,0.35,0.03,0
"1391","Spatial: regional",76,-0.01,0.15,-0.31,-0.01,0.28,-0.02,0
"1392","Spatial: regional",77,0,0.15,-0.3,0,0.31,0,0
"1393","Spatial: regional",78,-0.02,0.18,-0.36,-0.02,0.33,-0.02,0
"1394","Spatial: regional",79,-0.07,0.17,-0.4,-0.08,0.25,-0.08,0
"1395","Spatial: regional",80,0.21,0.3,-0.37,0.21,0.8,0.21,0
"1396","Spatial: regional",81,0.08,0.18,-0.28,0.08,0.44,0.08,0
"1397","Spatial: regional",82,0.08,0.19,-0.28,0.08,0.45,0.08,0
"1398","Spatial: regional",83,0.1,0.19,-0.27,0.09,0.47,0.09,0
"1399","Spatial: regional",84,0.1,0.19,-0.28,0.09,0.47,0.09,0
"1400","Spatial: regional",85,0.09,0.2,-0.29,0.09,0.47,0.08,0
"1401","Spatial: regional",86,0.03,0.2,-0.36,0.03,0.43,0.03,0
"1402","Spatial: regional",87,0.05,0.19,-0.31,0.05,0.42,0.05,0
"1403","Spatial: regional",88,0.06,0.19,-0.32,0.06,0.45,0.06,0
"1404","Spatial: regional",89,0.09,0.19,-0.28,0.09,0.47,0.09,0
"1405","Spatial: regional",90,0.06,0.18,-0.29,0.06,0.42,0.06,0
"1406","Spatial: regional",91,0,0.17,-0.33,0,0.33,0,0
"1407","Spatial: regional",92,0.02,0.19,-0.35,0.02,0.39,0.02,0
"1408","Spatial: regional",93,0,0.16,-0.32,0,0.33,0,0
"1409","Spatial: regional",94,-0.07,0.18,-0.43,-0.07,0.29,-0.07,0
"1410","Spatial: regional",95,-0.11,0.17,-0.44,-0.11,0.22,-0.11,0
"1411","Spatial: regional",96,-0.11,0.16,-0.43,-0.11,0.21,-0.11,0
"1412","Spatial: regional",97,-0.12,0.16,-0.44,-0.12,0.2,-0.12,0
